zip_code,Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars)
45891,49746,2769,61750,4645,73486,4495,23891,3141
45894,69074,9339,73938,4213,74406,12138,17232,12371
45895,62798,2602,74353,3646,83995,4774,31107,1630
45896,51734,11335,78147,6876,79267,7677,24500,7347
45897,-,**,-,**,-,**,-,**
45898,46500,14354,67500,12392,76875,23846,26250,20939
45899,68929,23195,70500,9547,69464,2450,28750,21551
46001,55263,8453,64668,10514,80463,7397,34375,5718
46011,60163,3081,71199,4514,77694,5602,34477,3454
46012,47389,5331,61333,3184,68333,4811,30048,4283
46013,41584,2990,58761,4473,70075,6533,26953,3186
46016,29229,2065,31750,3879,43777,4150,22819,3582
46017,57667,4426,60755,5940,72750,9575,38490,5231
46030,59975,9279,75469,19940,89180,18561,25633,971
46031,85092,15175,85739,21787,98108,26004,46667,36452
46032,101526,4449,132765,6909,150153,7869,58347,4965
46033,135087,6614,149962,6966,159111,7460,78891,12559
46034,72093,8230,77933,13328,88245,15255,-,**
46035,67727,13033,75000,8536,80139,8608,26786,9379
46036,47844,4722,60766,6629,72208,5294,24909,2674
46037,120764,7713,139467,9811,150095,11638,53706,7889
46038,92464,4000,105969,5934,118545,7731,61509,7507
46039,53750,34760,70139,18065,70000,18225,27386,14746
46040,93475,13537,125380,14998,127149,11482,43318,5958
46041,51157,3151,61203,5774,71260,4984,29677,2636
46044,55932,4339,66118,14064,80208,8219,22115,5761
46045,-,**,-,**,-,**,-,**
46047,-,**,-,**,-,**,-,**
46048,50580,7466,52143,7277,63304,8107,41313,6656
46049,61250,24888,69125,32312,74375,31722,56563,14617
46050,60800,7456,72778,11940,81719,11316,38250,6934
46051,57629,7871,78289,8589,91667,13154,27356,7313
46052,61980,3453,80028,4959,91039,4829,34708,8879
46055,107087,8137,111646,7139,114083,9204,62600,15481
46056,71154,7412,74028,15606,78359,20949,53083,18382
46057,76563,20457,80156,31289,100847,21552,39531,23920
46058,73929,5862,86750,7219,93182,12404,37500,11751
46060,78300,4762,90163,4382,102861,3703,44466,6464
46062,86560,6123,110227,5803,120553,6625,45000,4288
46063,50000,4974,50893,7324,55750,8982,47250,8468
46064,78889,7732,89688,6191,104466,6125,36620,13764
46065,64219,7869,74085,4705,77664,4165,30050,6420
46068,80195,9960,88478,8863,93654,8536,41910,3363
46069,57454,7268,73357,13587,89572,13588,28167,13983
46070,60192,13539,71214,9250,78750,10433,21833,3460
46071,71719,8252,79673,3395,82904,5667,33558,15004
46072,56345,5014,68765,7600,78223,5988,36193,3090
46074,100775,6840,110993,6515,129740,10908,57204,6589
46075,87485,5250,90063,12381,98071,9708,63913,14888
46076,50042,9806,54583,34670,73036,35405,36042,16029
46077,138686,5403,159505,8342,164419,5487,60411,5647
46103,73125,27996,68750,46659,86250,22295,48000,11148
46104,52679,21244,52500,19676,54107,21134,-,**
46105,82306,4251,84196,4729,83795,4029,-,**
46106,88574,12371,108644,18893,121950,18293,30398,9337
46107,48643,4357,62382,7616,72741,4384,31922,5146
46110,-,**,96591,74157,98672,52520,-,**
46111,38269,5957,45833,15714,45833,14784,36250,9030
46112,86372,5553,98017,7231,112683,10938,46659,6214
46113,75568,2753,79725,8576,89747,9068,44659,12485
46115,53088,10846,71250,18543,85000,10606,14167,7347
46117,86071,30554,86429,60994,86429,60994,-,**
46118,70341,10675,83125,13174,91133,11913,52003,7385
46120,63438,5029,72331,8967,78333,8981,29931,19404
46121,69219,11946,77449,8754,83769,3710,30750,19452
46122,79448,4536,90884,5526,95420,5801,34455,6309
46123,92972,4209,103917,6493,116037,5475,51365,10263
46124,67072,7466,75281,2994,84375,7546,27462,11611
46125,-,**,-,**,-,**,-,**
46126,72111,6656,79390,11662,88693,14352,41875,16858
46127,73571,69024,118500,106436,73571,63939,20278,8391
46128,62931,17137,74364,5461,76944,5400,38235,24436
46130,79415,12736,87129,9523,100731,17128,43723,9436
46131,65654,4354,77294,6112,90351,4721,37134,4330
46133,63750,10568,72292,31622,72500,35659,29474,4588
46135,54710,4105,69801,5335,81238,6204,34625,4389
46140,63816,3853,76513,4240,86203,5039,38708,4243
46142,76489,4199,89902,5146,97341,4220,43021,6883
46143,73894,3769,94214,4226,105946,3636,39590,2747
46144,55543,7971,54500,33989,-,**,-,**
46146,78791,4949,78996,7338,-,**,-,**
46147,66898,9179,75042,5845,82667,8158,37188,9696
46148,58779,3380,67697,7442,79081,7522,33409,5735
46149,80430,18288,88875,7992,90504,6602,29750,16708
46150,59091,37767,90373,41756,91094,17546,46875,9319
46151,62236,2657,74220,3314,85584,5580,35370,4158
46155,54948,19175,-,**,-,**,-,**
46156,53021,30637,65625,31295,68333,24772,15865,6482
46157,81034,5860,77054,6635,84744,11845,52569,36912
46158,63500,2666,74952,5393,91897,11447,37223,3803
46160,62563,8369,71563,9545,81103,12988,36466,16887
46161,73500,12258,83713,9422,90714,10221,43264,12813
46162,-,**,-,**,-,**,-,**
46163,96557,7683,108750,10206,116746,10992,35280,3373
46164,75570,6700,82364,7665,89583,9526,36250,16399
46165,70000,43817,94500,37501,91250,42909,43056,31099
46166,67140,10775,64125,7554,62250,9538,78728,26906
46167,85870,14422,99095,8620,104053,6423,51094,10467
46168,68469,2983,85740,5660,101789,7862,40395,2676
46171,59063,17002,70559,8022,80859,29278,28750,6520
46172,73500,8303,75948,6369,76996,9737,40931,5189
46173,51250,3492,61396,6278,70731,5284,27969,4397
46175,47000,25992,53750,36240,68056,33407,46500,18144
46176,56322,2548,69614,5151,77021,5044,32360,3846
46180,55288,12613,86705,28673,93958,20487,47000,22550
46181,75313,7721,86757,5930,89536,9077,34427,13411
46182,54125,22471,82159,19324,89375,15414,26207,12095
46183,-,**,-,**,-,**,-,**
46184,72468,6724,76183,6288,85819,7319,48889,15108
46186,75000,22041,101012,10694,101786,7230,36500,10142
46201,30917,1240,41602,4121,62974,5612,22897,3018
46202,43462,3595,90227,12488,123458,15491,31284,3017
46203,39133,3070,44339,3153,65707,5669,29722,2971
46204,58636,6541,141216,58115,141216,58115,50957,8977
46205,47623,3173,65932,5306,98372,9874,34653,4426
46208,35148,3195,45469,5704,88355,18333,30077,3483
46214,48172,2607,57522,5075,73545,7829,38102,4547
46216,50014,9633,88125,30716,101192,62319,33611,11500
46217,63601,4623,75953,5398,84844,13110,45011,5814
46218,24517,1833,33963,3423,46581,5099,16552,1758
46219,40497,2487,56402,4916,78347,4366,28659,3927
46220,73288,5173,103649,10970,122757,7189,49142,4083
46221,50911,2892,55300,4398,68052,6115,32997,5515
46222,35986,2149,38026,2545,48688,2755,29344,3089
46224,37994,1708,40826,3387,61653,7706,31407,1880
46225,33452,4633,46875,5985,60972,9650,25223,2340
46226,36285,1963,42902,4173,61265,3054,27511,3948
46227,42816,1928,55121,3151,64835,4638,30374,1827
46228,69523,6653,76964,14183,94200,7442,52407,5716
46229,52376,4204,59819,5280,79837,10130,35363,6492
46231,64720,6100,66310,9713,66610,13498,54300,10453
46234,77528,4766,87966,10732,108250,12698,46504,7615
46235,38572,2544,51735,5310,70564,10217,23344,3357
46236,87483,3644,105592,7227,116075,4164,42651,7729
46237,67560,2925,81496,3861,93458,6660,43910,5119
46239,79381,6539,87230,4944,96316,5148,43378,10300
46240,61922,5442,96250,10325,104341,11030,44086,3076
46241,38795,2142,44086,3190,58895,6226,30123,3817
46250,58898,3593,96210,11324,112566,11562,46731,3881
46254,44836,2608,54251,4176,78556,8528,34578,4219
46256,70159,3636,96937,6044,109081,13734,42062,5801
46259,112833,5734,114675,4487,117041,6014,76667,14571
46260,49285,4432,70583,7306,97562,6626,34622,3657
46268,52340,4613,70391,7754,80517,9134,34935,5435
46278,118986,10760,143545,18745,146071,12655,62727,21117
46280,69868,9906,86875,8885,94861,9955,51816,8421
46290,-,**,-,**,-,**,"250,000+",***
46301,97250,30371,126806,15529,135000,29569,28000,7934
46303,68819,6833,76431,7446,82712,3148,45063,9220
46304,79021,3617,90979,6008,104500,7638,48358,6427
46307,85158,2941,95162,2867,101722,3320,45343,3556
46310,66192,4436,78355,8024,81336,3904,39258,6458
46311,86019,3348,101462,8903,110079,7764,51137,3309
46312,32839,2762,38074,3206,53065,6129,22870,2240
46319,65075,6765,81667,7282,95787,4428,43816,7022
46320,30649,2230,40229,9940,60378,4079,20773,2966
46321,84254,6093,105129,9785,116048,8400,45240,9624
46322,67281,2984,82192,3426,88879,4789,44089,7768
46323,52549,2520,58679,3992,70566,7618,36543,5262
46324,47996,3307,53099,3285,66291,6168,35190,4851
46327,45246,3541,47159,8251,66132,5837,34075,7065
46340,50682,11808,94342,18683,94583,33397,32171,2201
46341,73352,9636,91033,7031,102500,11080,36944,9512
46342,60816,3973,75893,4830,85636,4067,35650,1932
46345,52500,32311,47500,35897,-,**,53750,52664
46346,43491,6545,44167,9333,67813,9377,20139,7051
46347,75761,6332,85052,9633,90968,7097,42159,11874
46348,50119,6958,59063,19410,72292,24807,33750,12986
46349,67731,9212,73632,12967,74835,26812,34196,29108
46350,55775,3369,69167,4093,84758,4342,28708,2177
46356,74462,7390,88270,7777,97887,5745,38424,6286
46360,46300,2399,57253,3420,74775,2941,29987,2520
46365,69191,19522,86635,36801,95345,36210,36202,10773
46366,50842,6451,68482,12868,78198,8176,25969,5905
46368,58886,3054,71474,2511,88145,3975,34974,4453
46371,79074,3879,79472,4132,79892,8458,-,**
46373,103118,7329,109875,10554,117955,9527,57643,16820
46374,70500,30706,82188,20771,86875,13901,-,**
46375,76678,7145,101577,7717,116280,7175,42769,3798
46376,57500,23082,49688,14249,57500,32680,72875,30860
46377,44808,39861,54688,36961,68514,41802,-,**
46379,51168,3819,-,**,-,**,-,**
46381,38864,16082,-,**,-,**,-,**
46382,81453,6403,87176,18915,87315,19372,46818,16690
46383,64743,4002,88120,6793,99350,6462,39777,3346
46385,83798,3706,95959,3939,106783,4195,41715,4400
46390,74403,8007,86429,7152,90673,9277,46250,13946
46391,74448,10780,87232,19315,106020,24622,45893,16652
46392,64535,6001,74375,3821,77327,9219,41875,11896
46393,-,**,60100,48484,-,**,-,**
46394,50127,3911,64659,7355,73227,5195,32102,3033
46402,19728,4405,31794,3466,74500,54179,13587,2072
46403,40368,2676,44646,10859,73036,13416,26637,5001
46404,32063,3608,37866,3374,55270,8439,21297,4841
46405,45754,5264,51886,6596,62776,8980,27069,6554
46406,30939,2289,35938,9091,57500,9756,23870,3078
46407,25219,2334,32644,4632,50307,6072,16123,1972
46408,37737,3589,45507,2977,59896,8691,24080,5782
46409,32536,5105,40302,4625,53377,6170,19227,4257
46410,57445,4126,69276,4910,82418,3546,37981,5605
46501,53509,5172,61477,10215,70109,4895,32917,9186
46502,-,**,-,**,-,**,-,**
46504,58846,8415,73824,11600,81694,6160,30469,9875
46506,57997,7537,70803,6569,80547,12842,27000,9792
46507,72995,7123,80139,5547,85530,4307,42545,5512
46508,37500,15212,45750,22031,47250,34099,23125,11830
46510,51552,11469,69018,10216,77708,9345,27281,5232
46511,45099,9080,53401,8706,70417,13860,30000,15759
46514,52644,2983,62616,3155,71207,5358,36400,3850
46516,48328,2166,62422,6971,81236,4998,28523,3637
46517,51495,2930,57597,3128,71880,5423,30141,3809
46524,54010,13266,70789,9226,77941,5795,33295,15556
46526,56270,3450,70000,3677,77577,6143,29862,3758
46528,63434,2342,70981,3588,79776,6922,30979,5385
46530,101206,4461,113269,5853,119037,3880,52015,4036
46531,64167,14731,66250,14486,64000,15889,58000,44617
46532,54063,9215,59837,8476,68958,17516,41583,21794
46534,50374,3728,56012,5499,65161,4797,28833,11210
46536,58173,7598,71293,11317,83059,13268,31818,10868
46537,54205,27893,73375,41842,80169,9899,43250,24984
46538,73869,15031,93068,6455,94915,11694,28235,10819
46539,56168,9171,66726,8094,73656,9569,29265,3927
46540,79459,9902,85534,7873,88697,6974,33933,11145
46542,64627,7968,70864,6273,74453,4703,36033,8422
