zip_code,Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),Percent!!SEX AND AGE!!Total population!!15 to 19 years,Percent!!SEX AND AGE!!Total population!!20 to 24 years,Percent!!SEX AND AGE!!Total population!!65 years and over
74445,91.0,8.1,6.3,17.5
74446,94.2,9.6,9.8,17.8
74447,98.4,8.5,7.5,17.3
74450,100.2,7.0,4.7,21.4
74451,80.9,7.3,5.2,21.2
74452,74.8,11.0,12.3,18.7
74454,103.7,6.1,5.5,19.8
74455,96.7,4.8,4.2,18.7
74456,75.4,7.0,2.8,28.5
74457,84.4,7.5,1.5,26.8
74458,107.7,2.5,2.5,21.0
74459,74.4,0.0,2.7,14.7
74460,79.6,3.2,7.0,26.5
74462,96.6,6.3,5.1,21.7
74463,112.9,0.4,6.0,1.8
74464,92.2,8.7,14.3,14.4
74467,91.9,5.9,5.7,21.2
74468,94.5,6.4,5.0,22.0
74469,77.8,14.4,8.4,18.8
74470,98.4,7.1,3.0,19.1
74471,127.4,5.6,10.5,13.4
74472,96.8,6.2,4.3,18.7
74477,-,0.0,0.0,0.0
74501,110.0,5.5,5.8,17.4
74521,117.3,5.8,6.2,16.4
74522,79.9,10.8,1.7,10.8
74523,89.7,6.5,5.5,19.4
74525,107.1,6.4,6.9,18.9
74528,125.3,10.3,5.1,20.6
74530,117.5,3.6,4.4,30.7
74531,85.5,6.8,3.4,24.8
74533,93.1,6.8,1.7,14.5
74534,81.0,0.7,0.0,26.6
74535,96.9,9.5,12.7,22.2
74536,99.7,7.3,3.2,23.6
74538,102.2,6.1,6.9,20.8
74540,54.6,5.4,0.0,34.2
74543,115.6,4.7,3.4,19.7
74546,86.9,5.2,6.2,18.1
74547,103.9,7.1,4.8,20.2
74549,89.7,9.5,12.2,32.4
74552,105.5,7.1,3.9,22.8
74553,96.9,6.4,3.9,18.8
74554,91.7,6.1,7.9,19.1
74555,100.5,5.6,3.3,19.9
74556,100.5,8.7,3.7,13.9
74557,92.9,5.2,4.3,30.7
74558,96.4,3.9,6.0,30.4
74560,82.5,5.8,6.3,23.5
74561,95.5,6.6,6.9,16.2
74562,103.1,6.6,2.9,22.8
74563,108.2,6.3,3.3,24.3
74565,94.0,4.9,6.0,20.8
74567,114.0,0.0,0.0,80.3
74569,268.6,5.1,4.3,12.5
74570,109.7,3.7,6.4,24.0
74571,104.8,5.5,4.6,22.7
74572,103.5,10.4,7.9,18.6
74574,117.1,5.6,5.6,27.6
74576,78.4,0.0,0.0,50.5
74577,75.8,5.0,8.7,15.6
74578,96.8,9.1,7.5,19.3
74601,99.3,6.3,6.4,14.5
74604,96.0,6.7,5.1,24.2
74630,91.0,2.4,5.7,18.1
74631,97.7,6.2,4.9,22.1
74632,113.7,2.5,3.3,26.0
74633,134.7,8.5,1.3,16.4
74636,96.2,11.7,3.9,17.5
74637,96.9,6.0,3.7,26.1
74640,145.7,4.7,2.7,16.3
74641,111.1,4.3,3.7,30.1
74643,118.0,12.8,9.5,22.1
74644,105.8,7.5,4.9,20.3
74646,109.2,0.0,0.0,18.9
74647,98.4,7.8,6.1,19.0
74650,105.2,5.7,9.9,20.5
74651,106.9,7.3,2.9,10.1
74652,104.4,5.5,4.6,16.1
74653,107.9,8.4,7.9,15.2
74701,94.5,7.0,8.5,15.1
74720,103.0,5.8,7.5,16.5
74722,70.6,4.9,6.8,6.8
74723,101.2,6.2,2.0,27.1
74724,120.6,4.5,4.0,14.4
74726,84.3,7.7,2.1,25.7
74727,92.5,3.4,5.4,21.3
74728,96.1,7.3,6.3,17.9
74729,95.7,6.7,5.8,20.5
74730,78.3,6.0,7.8,16.9
74731,107.4,6.8,1.9,29.0
74733,98.0,7.8,2.4,19.2
74734,96.5,6.3,5.8,19.2
74735,89.2,9.5,4.2,24.0
74736,100.4,4.3,6.2,14.7
74738,112.3,4.6,7.8,13.0
74740,93.8,5.6,5.7,21.2
74741,105.4,5.1,5.9,20.9
74743,88.4,5.6,4.7,20.6
74745,97.5,6.1,6.5,16.9
74747,65.5,7.1,1.6,40.7
74748,102.5,7.6,4.0,19.5
74750,92.7,8.5,5.4,27.8
74753,100.0,0.0,0.0,0.0
74754,167.3,2.7,0.0,33.7
74755,156.0,0.0,0.0,56.3
74756,95.9,5.1,6.4,19.0
74759,95.3,9.0,4.4,18.3
74760,96.3,0.8,14.4,8.4
74761,86.2,1.9,0.0,25.9
74764,103.8,7.2,4.4,17.2
74766,92.6,6.7,5.1,15.2
74801,93.0,5.2,6.2,15.2
74804,89.4,9.2,9.1,17.7
74820,96.2,7.4,8.9,15.9
74824,104.1,7.3,4.9,18.6
74825,88.3,6.7,4.8,20.9
74826,84.8,8.2,3.4,19.7
74827,79.9,7.1,6.8,39.0
74829,364.6,3.1,5.8,15.8
74830,103.3,10.7,7.8,18.4
74831,106.8,9.2,6.5,18.8
74832,93.9,4.1,7.4,15.8
74833,106.6,9.4,8.4,16.8
74834,98.6,6.4,4.0,17.6
74836,224.1,0.0,0.0,22.3
74837,81.4,7.2,17.4,12.5
74839,101.4,7.6,5.6,14.8
74840,106.2,7.9,5.6,16.5
74842,91.4,8.1,0.0,30.6
74843,93.9,5.7,1.3,23.4
74844,122.0,1.2,8.3,8.3
74845,92.4,7.7,8.8,14.0
74848,132.4,5.5,7.8,16.5
74849,102.5,8.0,6.8,18.8
74850,106.8,5.3,1.0,26.5
74851,83.6,7.2,5.2,13.3
74852,110.3,9.7,4.6,19.2
74854,96.7,6.3,6.7,17.5
74855,102.4,7.2,4.9,20.2
74856,92.7,5.3,14.1,14.1
74857,107.9,6.7,5.8,12.6
74859,94.3,5.4,5.9,18.9
74860,102.5,7.0,6.7,16.5
74864,96.7,6.6,7.9,20.5
74865,99.9,8.3,6.6,16.7
74867,91.3,11.3,7.5,19.9
74868,93.2,8.3,6.0,16.7
74869,103.1,8.0,0.6,24.3
74871,94.3,4.8,3.7,21.8
74872,116.0,7.6,8.2,16.2
74873,96.2,8.2,6.2,14.9
74875,87.7,5.5,6.5,13.1
74878,112.6,5.0,2.8,21.1
74880,117.9,6.3,6.1,17.6
74881,102.0,7.0,4.0,14.4
74883,89.0,7.8,4.9,19.6
74884,101.0,5.7,4.7,19.8
74901,90.5,4.8,6.0,18.7
74902,88.7,5.6,5.9,17.9
74930,95.3,3.7,7.8,15.9
74931,105.3,7.6,8.0,19.9
74932,93.0,7.0,6.0,14.8
74935,120.9,7.9,6.8,16.3
74936,106.5,8.1,7.3,15.7
74937,105.1,7.9,6.5,17.4
74939,313.9,2.8,4.5,14.4
74940,111.4,6.5,6.7,14.3
74941,91.4,7.9,5.4,18.0
74942,120.6,8.0,0.0,20.7
74943,126.8,3.1,3.1,9.9
74944,109.2,5.3,5.0,18.0
74945,99.5,6.7,4.6,19.3
74946,95.0,5.1,5.1,6.8
74948,90.8,6.4,5.4,18.5
74949,102.0,5.5,3.3,20.2
74951,95.7,5.8,4.9,16.3
74953,92.6,7.5,5.6,16.2
74954,96.9,6.8,9.4,17.8
74955,100.4,6.4,5.4,17.0
74956,93.4,9.1,3.1,17.2
74957,98.1,3.7,4.9,23.4
74959,104.5,5.5,6.9,19.2
74960,99.7,6.8,6.3,15.5
74962,105.1,7.9,4.2,20.6
74963,130.0,3.6,8.0,16.5
74964,94.4,6.6,6.0,17.6
74965,97.0,7.3,5.4,12.7
74966,105.5,7.9,3.1,21.4
75001,101.6,2.8,8.5,7.4
75002,102.2,7.8,5.6,9.8
75006,94.9,6.0,7.1,11.7
75007,96.0,6.8,6.5,12.1
75009,99.7,7.6,3.2,10.9
75010,91.5,5.1,7.2,9.2
75013,105.7,8.4,4.6,8.3
75019,92.1,7.5,3.0,8.8
75020,92.9,6.6,4.9,19.0
75021,89.0,4.6,5.0,20.0
75022,102.1,8.8,4.9,7.5
75023,92.8,6.0,5.6,15.0
75024,98.2,6.0,5.3,7.8
75025,98.9,7.9,4.9,10.7
75028,96.2,7.4,4.5,9.8
75032,101.1,10.3,4.7,11.5
75034,95.3,7.4,5.0,10.1
75035,96.1,7.7,3.6,6.4
75038,98.6,4.9,7.4,5.7
75039,106.2,1.8,4.7,3.6
75040,98.2,8.0,7.6,11.2
75041,109.3,6.7,7.6,10.2
75042,108.9,8.7,7.4,9.4
75043,94.9,6.4,5.8,12.5
75044,89.0,6.9,7.2,14.5
75048,94.4,7.6,5.7,10.2
75050,98.5,7.9,8.3,8.5
75051,95.7,7.9,8.4,10.0
75052,94.8,8.3,6.5,9.3
75054,86.4,6.8,5.0,6.4
75056,96.6,6.7,4.6,7.4
75057,101.9,7.4,7.5,6.4
75058,94.3,8.3,5.6,12.6
75060,98.2,9.2,6.3,9.7
75061,104.1,7.7,7.9,8.4
75062,100.7,7.9,9.2,8.8
75063,96.4,3.8,4.7,5.3
75065,99.9,5.6,4.0,11.6
75067,94.4,5.5,6.5,7.5
75068,98.6,7.2,3.9,6.4
75069,93.8,8.0,6.6,17.4
75070,91.8,6.4,4.6,9.9
75071,99.0,8.0,4.7,9.7
75074,104.8,6.7,7.7,9.8
75075,97.1,6.5,8.1,18.8
75076,98.4,6.4,4.1,21.4
75077,103.4,7.0,5.6,13.6
75078,101.0,8.0,3.3,6.8
75080,99.2,7.7,11.0,14.3
75081,93.4,6.3,5.4,14.6
75082,99.3,7.3,6.1,14.8
75087,92.0,6.4,5.1,15.2
75088,97.5,6.2,4.3,13.5
75089,99.5,8.6,4.5,9.6
75090,99.1,8.1,6.7,14.9
75092,93.7,5.8,6.9,17.3
75093,95.9,6.7,4.0,16.4
75094,101.5,8.9,4.1,8.3
75098,94.2,8.1,5.0,8.4
75101,82.0,7.7,4.3,19.1
75102,129.0,8.2,4.9,10.6
75103,91.4,7.1,3.8,24.0
75104,94.4,7.7,5.8,9.1
75105,242.6,16.8,15.5,32.9
75109,109.2,6.8,3.7,20.0
75110,94.9,7.6,6.2,15.1
75114,94.8,8.6,5.6,9.4
75115,81.2,7.5,3.9,14.0
75116,101.5,7.5,6.8,12.6
75117,93.5,7.9,3.4,17.9
75119,97.2,8.1,7.7,13.7
75124,109.9,4.5,4.8,26.9
75125,102.0,10.1,4.9,13.0
75126,96.9,7.4,5.3,7.5
75127,109.7,8.2,6.2,18.8
75132,86.7,2.2,1.3,2.9
75134,86.3,9.3,6.1,9.2
75135,101.6,8.1,3.7,12.5
75137,88.1,9.2,6.7,15.8
75140,93.7,6.7,7.8,16.4
75141,195.5,6.8,10.0,4.7
75142,107.0,7.7,6.0,11.1
75143,95.9,6.9,6.7,22.4
75144,96.3,5.7,7.9,23.3
75146,85.0,6.8,5.2,9.4
75147,91.3,7.2,4.4,19.8
75148,107.7,7.1,4.9,19.6
75149,92.1,8.4,7.1,10.9
75150,88.8,7.5,7.9,11.4
75152,98.9,7.8,4.6,9.2
75153,55.8,4.8,0.5,20.2
75154,93.7,7.4,6.7,10.9
75155,88.2,5.3,6.7,10.3
75156,93.6,6.2,5.3,20.6
75157,102.3,4.6,3.4,12.6
75158,101.4,5.6,2.5,14.6
75159,115.0,8.0,5.9,12.4
75160,92.0,6.8,5.9,15.4
75161,93.2,6.5,4.9,14.2
75163,90.2,6.6,2.3,34.5
75164,116.0,7.6,10.3,16.3
75165,100.1,6.7,7.0,13.4
75166,104.5,6.3,4.8,9.0
75167,94.3,8.3,4.7,11.0
75169,87.2,6.6,4.2,21.4
75172,129.2,3.9,6.7,9.4
75173,111.0,5.2,5.5,13.9
75180,106.5,8.6,7.6,7.0
75181,97.3,6.3,6.3,8.3
75182,105.5,10.3,4.0,10.5
75189,97.9,5.8,6.1,8.9
75201,124.1,0.8,13.7,5.4
75202,126.9,2.5,10.9,2.8
75203,109.9,5.6,8.7,9.0
75204,110.2,2.5,12.6,6.2
75205,88.1,11.4,10.4,13.5
75206,107.2,1.6,10.6,7.9
75207,356.0,2.8,11.1,1.5
75208,108.3,6.4,6.6,11.1
75209,93.1,2.5,4.5,14.2
75210,99.9,6.5,6.7,8.8
75211,101.5,9.1,8.4,8.6
75212,90.8,9.9,7.5,9.9
75214,88.7,3.2,4.6,13.4
75215,102.4,5.7,6.6,11.6
75216,90.9,6.3,5.8,13.8
75217,91.1,9.1,7.7,7.4
75218,88.9,2.7,3.3,17.0
75219,112.7,1.6,6.8,11.6
75220,118.6,7.8,7.1,6.8
75223,115.3,6.3,7.7,10.5
75224,94.9,8.7,9.3,8.4
75225,89.6,6.6,2.0,22.5
75226,120.5,2.4,6.4,4.7
75227,95.3,8.0,8.1,7.7
75228,93.4,7.0,7.6,9.6
75229,105.1,6.3,4.5,11.8
75230,86.0,4.1,5.8,23.7
75231,108.2,5.0,8.2,7.8
75232,89.3,6.4,6.2,19.0
75233,98.4,8.5,8.6,11.7
75234,94.7,8.2,6.5,12.4
75235,116.1,4.5,9.5,10.1
75236,98.4,7.5,8.1,6.4
75237,75.0,6.2,9.5,6.7
75238,96.6,5.3,5.0,11.9
75240,114.0,7.1,8.8,7.1
75241,74.9,8.4,7.9,13.9
75243,94.6,4.9,7.5,8.6
75244,87.5,5.6,6.3,14.8
75246,96.6,4.6,3.7,14.9
75247,380.0,0.0,1.5,31.2
75248,96.3,3.7,4.6,18.2
75249,97.5,5.8,7.5,7.9
75251,70.0,3.1,19.3,15.2
75252,101.2,4.6,10.1,15.0
75253,94.8,9.4,6.4,4.5
75254,92.9,4.4,7.9,6.3
75270,-,-,-,-
75287,87.4,4.0,7.7,7.0
75390,-,-,-,-
75401,94.5,4.9,6.8,13.8
75402,117.4,7.2,6.2,18.4
75407,94.5,8.3,5.2,9.8
75409,93.9,3.8,5.4,6.7
75410,97.5,3.9,2.8,26.1
75411,121.7,1.1,0.0,22.5
75412,68.6,5.0,1.5,26.7
75413,72.0,6.4,4.3,10.6
75414,85.2,8.0,5.9,16.0
75415,98.3,11.7,0.0,36.3
75416,90.3,9.8,6.2,20.4
75417,80.3,9.2,3.0,21.2
75418,137.3,6.1,6.2,19.2
75420,127.7,9.4,3.8,12.4
75421,133.7,0.2,9.8,13.1
75422,87.8,6.2,1.8,18.6
75423,91.7,6.7,2.8,20.6
75424,92.2,6.2,5.0,16.5
75426,92.0,3.8,6.0,28.1
75428,87.5,12.5,19.8,11.5
75431,86.6,3.1,4.1,21.7
75432,82.2,8.0,6.0,18.3
75433,88.5,5.8,2.9,22.1
75435,83.7,7.4,3.3,21.5
75436,95.6,8.2,3.3,20.6
75437,103.1,5.7,1.6,22.0
75438,108.0,7.6,4.6,17.9
75439,90.3,8.4,8.4,14.5
75440,97.1,6.4,2.5,31.1
75441,178.3,3.1,0.0,6.3
75442,100.1,6.7,4.5,15.2
75446,99.0,7.4,8.7,20.3
75447,130.9,7.3,6.4,11.6
75448,90.8,11.4,3.7,21.6
75449,86.9,6.9,9.8,17.0
75450,76.5,0.0,0.0,6.7
75451,113.8,1.5,9.9,26.2
75452,88.3,9.1,6.4,12.7
75453,113.0,7.9,4.6,17.4
75454,77.0,10.0,5.7,9.6
75455,97.3,8.2,7.6,13.8
75457,85.4,9.2,5.0,17.9
75459,106.2,7.3,6.9,14.4
75460,86.7,5.8,6.6,18.0
75462,90.6,7.3,3.9,19.7
75468,98.5,7.7,3.8,26.8
75469,106.8,5.5,2.9,33.1
75470,262.9,0.0,0.0,23.8
75471,107.5,8.4,5.9,10.1
75472,110.9,3.9,7.4,20.7
75473,96.1,6.5,5.6,19.3
75474,89.6,8.5,5.3,19.9
75475,127.7,3.4,26.4,21.6
75476,81.1,2.1,2.7,33.0
75477,131.1,8.8,4.1,15.5
75478,94.4,9.8,3.5,23.8
75479,93.5,5.4,4.3,24.1
75480,95.7,3.8,5.5,34.0
75481,93.8,16.2,6.1,23.6
75482,94.5,6.4,6.9,18.3
75486,108.5,8.3,6.3,19.6
75487,132.2,7.5,2.7,13.3
75488,85.3,0.0,3.1,23.4
75489,97.3,5.6,3.1,12.6
75490,98.0,4.5,4.7,13.3
75491,81.0,8.4,4.9,14.8
75492,100.9,7.7,5.0,24.6
75493,85.8,6.1,10.1,7.5
75494,115.7,6.0,4.9,23.5
75495,107.7,7.6,8.8,15.1
75496,95.5,8.2,5.6,19.0
75497,112.8,3.4,4.0,31.5
75501,97.4,5.9,7.2,15.2
75503,93.2,6.4,5.6,17.5
75550,100.9,3.4,6.8,33.5
75551,95.6,4.4,5.7,21.5
75554,85.0,10.0,8.4,22.6
75555,83.8,9.4,1.6,28.3
75556,97.4,12.9,3.0,16.1
75558,82.5,8.0,0.0,12.5
75559,77.7,6.0,2.9,25.6
75560,72.8,11.5,7.0,21.2
75561,89.4,5.5,4.5,18.2
75562,246.7,0.0,14.4,0.0
75563,89.9,5.8,4.8,21.8
75565,94.3,6.8,1.0,15.0
75566,88.1,7.1,1.2,31.3
75567,98.1,7.6,5.3,15.2
75568,121.1,1.8,4.5,22.0
75569,92.9,3.0,11.3,9.0
75570,182.7,6.3,6.8,13.4
75571,88.1,7.7,3.6,19.9
75572,104.8,7.5,5.3,20.0
75573,117.0,0.0,0.0,51.3
75574,88.1,6.8,6.9,22.1
75601,92.9,5.9,5.9,15.7
75602,96.0,7.9,9.4,10.6
75603,99.9,7.9,3.6,18.3
75604,99.3,6.9,6.5,13.3
75605,90.1,5.1,5.5,19.3
75630,109.0,3.0,1.9,32.0
75631,89.7,7.1,2.8,17.0
75633,102.8,6.8,7.2,18.5
75638,82.1,6.4,6.1,22.6
75639,91.2,7.6,5.4,21.2
75640,114.3,7.7,6.6,15.4
75641,43.5,3.4,0.0,10.1
75642,92.0,8.3,0.0,0.0
75643,93.9,5.1,5.8,18.4
75644,95.5,6.6,4.0,17.4
75645,98.5,6.6,5.8,19.3
75647,87.6,5.0,6.6,15.5
75650,96.0,7.1,4.0,11.7
75651,101.5,7.9,3.7,13.5
75652,146.8,7.7,7.7,16.5
75654,89.4,6.4,6.1,15.9
75656,87.5,9.0,4.1,22.1
75657,89.7,5.9,5.7,24.3
75661,122.0,8.0,11.8,17.1
75662,98.3,7.1,7.0,15.4
75667,127.2,6.2,8.0,16.3
75668,76.8,8.6,4.4,19.6
75669,112.3,4.2,7.7,27.8
75670,89.5,6.7,8.5,16.0
75672,95.8,8.3,4.0,20.4
75681,102.9,5.9,5.7,26.5
75682,100.0,5.9,5.2,17.6
75683,104.9,7.1,6.7,19.8
75684,109.7,6.6,5.4,11.3
75686,93.7,6.3,5.4,19.4
75691,114.5,5.1,1.6,15.4
75692,98.4,7.2,4.5,22.2
75693,106.1,5.3,7.0,13.8
75701,81.5,8.7,9.1,16.6
75702,97.7,8.2,8.2,9.3
75703,94.3,5.7,9.0,18.0
75704,87.1,6.6,6.4,12.9
75705,80.4,2.6,4.6,17.2
75706,97.6,4.9,6.7,11.8
75707,92.1,7.0,5.6,20.1
75708,121.6,7.8,8.8,12.2
75709,78.7,7.2,5.6,15.3
75750,74.4,4.4,4.1,26.2
75751,91.9,8.1,5.8,18.4
75752,98.5,5.5,5.5,26.3
75754,122.8,9.0,7.2,18.2
75755,81.7,7.8,9.2,18.0
75756,86.1,8.2,7.3,15.0
75757,100.8,8.0,6.0,18.6
75758,114.6,3.2,7.2,23.5
75759,58.8,7.4,0.0,38.9
75760,88.3,5.6,2.8,24.6
75762,92.8,7.0,3.5,15.3
75763,92.3,5.3,3.8,24.5
75764,78.1,3.7,9.6,14.4
75765,96.2,9.3,6.5,34.7
75766,97.1,7.0,6.3,17.4
75770,88.0,5.6,5.1,19.6
75771,104.1,6.4,5.0,23.6
75773,90.2,5.7,5.9,23.2
75778,73.1,5.0,5.0,28.0
75779,109.8,0.0,0.0,10.2
75780,103.8,10.2,30.6,8.8
75783,97.8,6.3,5.0,22.8
75784,92.1,17.3,4.7,16.8
75785,134.7,6.7,6.3,14.6
75788,-,0.0,0.0,0.0
75789,101.7,6.4,4.2,16.2
75790,88.9,7.6,4.4,14.6
75791,87.9,9.4,5.3,13.4
75792,113.4,6.6,2.9,22.6
75801,99.9,6.3,7.7,14.3
75803,169.4,5.2,5.8,14.2
75831,91.7,7.1,5.4,17.5
75832,224.2,17.8,0.0,0.0
75833,110.4,4.9,3.1,25.6
75835,99.7,5.8,8.0,21.7
75838,84.1,15.5,0.0,19.2
75839,85.6,7.7,8.2,19.9
75840,92.2,7.7,5.3,18.2
75844,86.0,6.3,5.9,24.8
75845,101.7,7.0,5.4,17.3
75846,101.2,5.4,1.9,23.1
75847,85.8,5.3,0.4,26.5
75848,61.2,10.9,24.8,9.5
75849,179.2,19.4,13.4,23.9
75850,114.6,6.9,3.1,45.1
75851,315.6,2.8,3.0,15.2
75852,674.0,1.0,13.1,6.5
75853,108.0,0.0,0.0,62.0
75855,98.3,2.3,5.5,32.6
75856,77.7,0.0,60.9,9.3
75858,-,-,-,-
75859,95.4,4.5,1.1,31.3
75860,144.0,4.9,4.7,16.0
75861,885.5,1.0,3.4,4.9
75862,90.3,4.9,4.0,29.0
75901,97.7,6.3,7.6,14.8
75904,90.4,7.8,6.0,14.9
75925,96.5,8.7,6.2,18.7
75926,90.9,6.1,3.4,25.8
75928,146.0,11.4,7.0,6.1
75929,106.6,8.4,1.9,25.0
75930,94.0,9.5,2.5,17.8
75931,87.8,2.6,3.4,27.3
75932,103.1,5.5,7.4,25.1
75933,107.5,4.2,2.7,22.3
75934,76.6,0.0,12.8,10.5
75935,101.6,9.0,6.4,16.2
75936,110.1,9.6,5.9,19.2
75937,101.6,10.9,4.0,23.6
75938,85.8,6.3,1.1,27.8
75939,117.2,7.5,9.4,13.2
75941,122.2,6.0,5.3,17.7
75942,70.9,0.0,0.0,0.0
75943,103.4,10.0,8.1,11.8
75944,97.1,4.5,3.2,29.7
75946,97.2,8.9,4.8,16.3
75948,93.7,4.5,2.2,37.4
75949,86.4,6.0,4.7,18.7
75951,90.9,6.2,5.2,20.0
75954,108.5,5.6,6.1,18.9
75956,99.1,10.0,4.4,16.1
75959,74.7,5.6,3.6,18.8
75960,100.9,5.4,7.5,7.8
75961,86.8,6.0,15.7,12.5
75962,57.6,54.7,44.0,0.0
75964,104.6,6.4,5.9,13.8
75965,90.8,11.5,15.2,16.3
75966,95.7,8.6,3.9,23.6
75968,94.9,8.8,4.2,19.6
75969,90.2,6.0,4.6,21.1
75972,87.3,7.6,3.2,28.1
75973,97.9,3.5,6.8,16.5
75974,79.9,4.8,7.0,20.5
75975,92.4,8.8,7.3,17.7
75976,66.2,4.6,0.0,14.5
75977,100.7,6.2,6.9,35.1
75978,81.1,6.7,0.0,9.0
75979,135.4,5.4,11.2,18.5
75980,93.3,7.5,4.5,18.3
76001,96.6,10.3,6.8,9.3
76002,90.3,7.9,8.1,4.1
76006,94.0,4.9,9.7,8.0
76008,98.8,7.4,5.3,10.3
76009,99.6,6.6,4.6,11.8
76010,102.9,9.3,10.5,5.7
76011,102.5,4.3,9.1,8.8
76012,94.1,6.4,6.3,19.5
76013,92.9,6.7,9.4,15.2
76014,97.1,7.1,7.4,9.8
76015,98.8,5.8,8.8,14.7
76016,94.9,7.9,5.2,17.4
76017,104.6,8.4,6.2,12.6
76018,87.3,8.4,8.8,7.5
76020,98.2,6.2,4.9,15.9
76021,90.5,5.4,6.2,16.4
76022,87.1,4.2,4.3,17.0
76023,104.9,7.4,6.3,14.3
76028,89.4,6.7,5.0,14.1
76031,102.7,6.5,6.8,11.8
76033,103.2,7.5,6.8,17.6
76034,106.3,6.2,4.0,18.2
76035,145.7,7.5,7.6,13.9
76036,98.8,8.1,6.1,11.8
76039,96.9,4.7,5.1,10.6
76040,97.4,5.9,6.0,8.6
76041,86.3,6.3,2.3,8.9
76043,95.7,5.0,5.6,18.0
76044,113.4,8.9,6.4,18.2
76048,95.7,6.2,5.3,23.6
76049,92.4,6.1,4.1,26.7
76050,87.8,8.5,3.0,20.7
76051,100.4,6.5,6.9,10.6
76052,94.3,8.3,5.3,8.3
76053,96.0,5.3,6.8,12.4
76054,99.3,5.5,3.3,21.3
76055,93.6,4.5,5.8,26.4
76058,103.4,7.7,6.4,12.2
76059,81.9,10.0,13.9,14.7
76060,95.0,6.8,4.6,16.8
76061,105.6,0.0,0.0,0.0
76063,94.0,8.9,5.2,10.3
76064,91.6,5.2,2.9,12.2
76065,98.3,7.8,5.4,11.3
76066,105.4,5.4,4.4,25.7
76067,100.8,7.4,6.7,16.9
76070,112.6,6.7,0.0,9.3
76071,104.9,7.6,8.7,10.0
76073,118.0,7.7,4.0,16.0
76077,166.9,8.7,8.7,20.8
76078,99.8,6.1,4.0,11.0
76082,93.8,7.2,5.4,14.9
76084,121.3,7.1,7.9,8.1
76085,94.9,9.3,4.8,17.8
76086,92.4,6.9,7.6,16.2
76087,103.3,5.5,3.7,17.9
76088,104.2,5.5,7.1,16.3
76092,94.5,9.8,2.6,9.9
76093,102.3,7.5,3.5,17.9
76102,111.5,3.6,9.4,12.8
76103,89.5,7.2,7.4,13.4
76104,88.4,7.1,7.1,10.9
76105,106.0,9.0,8.2,9.0
76106,110.4,8.2,7.8,7.5
76107,92.8,5.5,7.2,16.0
76108,98.2,6.5,5.5,11.9
76109,85.2,6.6,15.3,14.8
76110,108.4,7.2,10.0,9.6
76111,108.9,9.3,8.1,8.0
76112,97.1,5.2,6.9,11.3
76114,105.1,8.0,6.4,11.3
76115,99.5,7.9,8.5,7.6
76116,91.2,6.4,7.4,13.7
76117,98.5,7.4,6.7,11.1
76118,81.6,7.0,6.0,11.2
76119,107.7,7.6,6.5,10.7
76120,86.1,6.2,4.9,7.4
76123,100.4,7.5,6.5,8.8
76126,96.8,3.4,3.9,15.7
76127,28.2,6.4,15.0,1.5
76129,61.6,69.3,28.7,0.0
76131,99.8,7.3,4.2,7.2
76132,85.4,3.0,8.9,16.6
76133,88.9,7.2,6.0,14.6
76134,85.8,6.3,8.8,13.0
76135,97.6,6.2,6.1,12.7
76137,92.1,8.6,7.4,7.5
76140,90.5,9.0,5.9,9.3
76148,97.2,6.5,6.5,12.2
76155,90.0,1.4,8.4,2.4
76164,113.0,6.2,10.1,11.0
76177,100.8,3.1,6.4,6.0
76179,95.0,7.4,4.0,8.6
76180,89.3,3.7,8.4,15.9
76182,94.2,6.9,4.2,14.9
76201,93.0,22.5,30.0,7.3
76205,103.0,7.1,18.4,9.4
76207,110.5,4.4,6.2,24.7
76208,101.7,5.6,5.9,10.2
76209,86.6,5.6,13.6,10.8
76210,98.0,7.0,7.2,12.1
76225,105.7,5.6,11.2,12.3
76226,101.9,7.2,2.8,11.4
76227,90.0,5.8,3.9,9.4
76228,96.8,6.3,4.5,19.3
76230,92.9,5.3,5.6,22.8
76233,113.2,5.8,6.2,15.3
76234,88.8,7.0,6.4,16.5
76238,82.0,7.7,8.6,28.1
76239,113.6,5.5,4.7,27.4
76240,98.6,7.2,5.8,18.1
76244,96.7,7.4,5.2,6.2
76245,101.4,1.8,5.0,31.0
76247,88.6,6.0,4.5,12.0
76248,93.5,8.5,3.9,13.0
76249,106.0,6.3,4.6,15.1
76250,88.7,5.0,4.5,15.8
76251,110.5,3.9,3.7,18.9
76252,115.4,8.2,7.3,21.3
76253,98.0,6.2,0.0,17.5
76255,90.2,5.2,4.1,22.4
76258,83.1,9.1,8.0,18.4
76259,99.6,6.4,4.1,10.2
76261,143.6,2.5,5.6,28.4
76262,98.6,7.2,4.1,9.2
76263,91.7,0.0,0.0,37.0
76264,102.8,3.0,10.4,18.1
76265,111.2,5.6,5.8,16.8
76266,91.6,7.5,6.1,12.7
76268,93.3,0.0,0.0,18.5
76270,100.0,5.8,4.3,28.5
76271,92.7,3.6,10.0,14.2
76272,103.4,4.8,5.2,19.3
76273,85.3,5.4,7.5,20.1
76301,95.1,5.6,6.4,13.9
76302,87.5,4.3,10.2,16.3
76305,105.3,7.4,3.2,19.3
76306,95.4,7.1,6.1,15.3
76308,83.9,8.6,12.0,15.4
76309,98.2,6.1,7.2,16.0
